'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8','ECG'
'[18:53:51.523 08/07/2079]',3.907,47.668,-38.681,-0.781,16.020,-12.503,27.350,-19.927,17.582,-13.284,8.596,-2.344,9.377,-2.735,4.689,0.391,5.079,-4.298,39.463,-44.933,2.344,1.563,4.689,-48.059
'[18:53:51.527 08/07/2079]',9.377,10.940,-10.940,-11.722,17.582,-9.768,9.768,-20.708,15.629,-18.755,4.298,-30.085,10.159,-12.503,1.563,-27.741,4.298,-6.642,11.722,-7.424,-6.252,-8.987,1.563,-50.403
'[18:53:51.531 08/07/2079]',16.020,-11.722,8.205,-8.205,25.006,-6.252,11.722,-26.178,13.284,-21.099,14.066,-22.662,7.424,-4.689,0.391,-19.927,3.907,-0.781,-7.424,2.735,-8.205,4.689,0.391,-48.449
'[18:53:51.535 08/07/2079]',10.549,2.735,0.781,-16.020,22.271,-14.066,23.053,-32.821,14.066,-17.973,8.987,-39.463,3.516,4.689,-3.126,-38.681,1.172,1.172,0.000,-1.172,-17.582,13.675,-3.126,-47.668
'[18:53:51.539 08/07/2079]',5.861,22.271,-10.940,-32.430,17.973,-19.145,23.443,-37.509,10.940,-21.099,6.252,-52.357,-0.781,7.033,-3.907,-57.827,-2.344,0.000,11.722,-14.066,-14.457,7.814,-3.907,-51.184
'[18:53:51.543 08/07/2079]',1.954,-14.066,19.145,2.344,18.755,-15.629,28.523,-21.880,14.457,-18.755,27.741,10.159,1.563,31.648,-0.391,1.172,0.781,14.066,-18.364,8.596,5.470,30.867,-0.391,-59.780
'[18:53:51.547 08/07/2079]',-2.344,-13.675,12.503,13.675,17.582,-20.708,30.085,-16.410,14.847,-16.801,27.741,7.814,3.126,12.503,13.284,4.298,-0.781,16.801,-11.722,3.516,9.377,16.020,13.284,-68.767
'[18:53:51.551 08/07/2079]',-10.159,-12.894,19.536,19.145,16.801,-16.020,23.053,-8.205,20.317,-18.364,23.443,20.708,10.159,1.563,14.066,19.927,0.391,16.020,-18.755,22.662,6.642,5.861,14.066,-74.628
'[18:53:51.555 08/07/2079]',-8.596,-19.927,27.741,12.503,19.536,-10.549,14.457,-12.112,21.880,-23.834,28.913,25.397,13.675,-8.987,13.284,34.383,1.172,16.410,-26.960,35.556,7.033,-7.033,13.284,-73.065
'[18:53:51.559 08/07/2079]',-4.689,-8.987,17.582,-18.364,23.834,-16.410,18.364,-41.416,19.536,-24.615,19.927,-17.192,13.675,-19.145,5.861,-1.954,-2.344,9.377,-16.801,16.410,8.205,-11.331,5.861,-67.204
'[18:53:51.563 08/07/2079]',-8.596,10.940,-1.563,-5.470,23.443,-18.364,29.695,-39.853,21.490,-18.364,12.894,-26.178,10.940,-1.563,-5.861,-12.894,-2.735,9.768,2.344,-6.642,17.192,5.079,-5.861,-66.032
'[18:53:51.566 08/07/2079]',-11.722,10.940,-2.344,9.377,19.927,-16.801,25.397,-22.662,21.490,-17.973,15.629,-6.252,12.112,-2.735,2.344,1.172,-0.391,9.377,3.126,-17.192,40.635,-3.907,2.344,-66.032
'[18:53:51.570 08/07/2079]',-22.662,-18.755,-2.735,28.523,9.768,-25.397,16.801,-18.364,16.410,-21.099,9.768,-16.801,7.814,-8.596,0.391,-10.549,-3.907,1.954,3.516,1.172,44.542,1.954,0.391,-66.422
'[18:53:51.574 08/07/2079]',-28.132,-3.126,9.768,48.059,7.424,-11.331,27.350,2.735,19.145,-11.722,19.927,8.987,5.079,6.252,8.596,15.238,0.781,9.768,-8.987,-5.470,30.085,20.708,8.596,-60.171
'[18:53:51.578 08/07/2079]',-28.523,17.582,19.927,37.900,6.252,-3.126,23.053,20.317,22.271,-13.284,17.192,27.350,8.596,-3.516,18.364,30.476,3.126,6.642,-19.145,-12.894,23.443,3.907,18.364,-41.026
'[18:53:51.582 08/07/2079]',-17.973,20.708,7.033,-4.689,9.768,0.391,5.861,-11.722,17.192,-21.490,10.549,5.861,4.689,-12.112,1.954,17.582,0.391,0.000,-6.252,-10.940,1.172,-0.391,1.954,-17.582
'[18:53:51.586 08/07/2079]',-12.112,15.629,14.847,-10.549,16.020,5.861,4.689,-19.927,16.801,-19.145,12.894,-5.079,4.298,-2.735,-1.172,5.861,1.172,1.172,-14.066,-6.642,-6.252,10.940,-1.172,-3.126
'[18:53:51.590 08/07/2079]',-11.331,23.834,3.126,-17.582,14.847,3.126,-5.079,-15.238,15.238,-26.569,-0.781,-16.410,7.814,-17.582,-15.238,-3.126,0.391,-7.814,-2.344,-3.516,-4.689,-9.768,-15.238,-7.424
'[18:53:51.594 08/07/2079]',-2.735,23.834,-23.834,-21.099,13.675,-7.814,-8.205,-21.099,12.503,-28.132,6.252,-19.536,7.814,-20.708,0.391,-16.020,0.391,-8.987,24.615,-6.642,-14.847,-12.503,0.391,-0.781
'[18:53:51.598 08/07/2079]',-1.563,21.880,-55.873,-16.020,10.549,-11.331,-12.894,-38.681,8.987,-26.569,6.642,-22.271,4.689,-10.159,-1.563,-25.397,-2.344,-9.377,56.654,-13.284,-18.364,0.391,-1.563,55.482
'[18:53:51.602 08/07/2079]',-9.768,81.270,-55.482,-25.788,9.377,-13.284,4.689,-12.112,8.205,-23.834,5.470,-44.542,3.516,10.159,-19.145,-48.840,-3.126,-12.112,56.264,-62.125,-14.457,11.722,-19.145,158.632
'[18:53:51.605 08/07/2079]',-4.298,87.521,-48.449,-33.211,15.629,-16.801,10.940,-9.377,12.894,-16.410,16.410,-9.377,11.331,23.053,-3.516,-26.569,0.781,-3.126,49.231,-64.469,0.391,13.284,-3.516,311.795
'[18:53:51.609 08/07/2079]',-4.689,39.463,-30.476,-35.556,12.503,-0.781,-14.066,-29.304,5.079,-18.755,14.066,-14.457,7.033,21.490,-14.066,-27.741,-1.954,-4.689,31.258,-38.681,18.755,15.238,-14.066,448.547
'[18:53:51.613 08/07/2079]',-13.675,-12.503,12.894,-12.112,9.377,-6.252,-9.768,-19.536,1.954,-17.582,5.079,0.781,5.861,12.503,-17.582,-10.549,-6.252,-4.689,-12.112,1.172,47.277,5.079,-17.582,529.035
'[18:53:51.617 08/07/2079]',-19.536,-36.728,16.020,20.708,3.907,-9.768,-16.020,1.172,3.907,-16.410,8.596,46.105,10.940,-11.722,12.503,30.085,-4.689,-1.563,-15.238,28.132,52.357,-10.549,12.503,496.996
'[18:53:51.621 08/07/2079]',-19.927,-34.774,-17.192,14.847,-3.516,-16.410,-25.397,-11.722,0.391,-19.145,0.781,30.867,5.079,-22.271,14.066,14.847,-7.033,-8.205,17.973,27.741,27.350,-12.112,14.066,357.509
'[18:53:51.625 08/07/2079]',-21.880,-17.192,-38.291,4.298,-3.126,-27.350,-17.973,-24.225,0.391,-22.271,-10.159,3.907,6.642,-16.801,-5.861,-11.722,-9.768,-15.238,39.072,14.457,29.304,-10.940,-5.861,128.156
'[18:53:51.629 08/07/2079]',-16.410,18.755,-39.072,-21.880,-1.563,-25.006,-8.987,-23.053,3.907,-23.053,-8.596,-5.470,13.284,-6.252,-16.020,-25.006,-8.987,-17.192,39.853,-4.689,13.675,-3.516,-16.020,-160.195
'[18:53:51.633 08/07/2079]',-4.298,15.629,-8.987,-58.999,1.954,-13.284,-13.675,-30.867,0.391,-23.834,-7.424,-14.847,6.642,-12.894,-8.205,-31.648,-4.298,-17.582,9.768,-5.079,-1.954,-13.284,-8.205,-448.156
'[18:53:51.637 08/07/2079]',-3.126,0.781,2.735,-46.105,5.079,-7.814,-19.145,-23.053,0.000,-26.569,-3.126,-8.596,5.079,-9.768,-18.755,-15.629,-2.735,-16.020,-1.954,5.079,-4.298,-9.377,-18.755,-659.536
'[18:53:51.641 08/07/2079]',-2.735,-6.642,20.317,-33.993,8.987,-2.344,-16.410,-12.503,3.907,-22.662,2.344,14.066,7.033,-11.331,-10.940,12.894,-2.735,-10.549,-19.536,15.238,-6.252,-9.768,-10.940,-738.071
'[18:53:51.645 08/07/2079]',-4.689,-1.954,14.066,-15.629,7.033,-3.907,-15.238,1.954,2.344,-20.708,8.987,13.284,4.689,-19.536,5.079,12.894,-2.344,-6.642,-13.284,8.987,-5.079,-17.192,5.079,-689.231
'[18:53:51.648 08/07/2079]',-1.563,9.377,-12.894,-3.516,15.238,-7.424,-16.801,0.781,4.689,-21.880,8.205,-0.391,2.735,-15.629,-1.563,5.470,-2.344,-7.424,13.675,-5.079,-10.159,-8.205,-1.563,-552.479
'[18:53:51.652 08/07/2079]',-7.033,22.662,-29.695,-44.151,11.331,-18.755,-19.927,-31.648,7.424,-23.834,-1.954,-23.834,5.079,5.861,-28.132,-26.569,-9.377,-16.801,30.476,-10.549,-5.470,5.861,-28.132,-388.767
'[18:53:51.656 08/07/2079]',-12.112,6.252,-13.284,-47.277,5.470,-19.145,-21.490,-30.867,0.391,-25.397,-1.563,-34.383,1.563,-1.563,-19.927,-41.416,-10.940,-20.317,14.066,5.861,5.861,-6.642,-19.927,-238.730
'[18:53:51.660 08/07/2079]',-13.284,0.391,4.298,-18.755,7.814,-11.722,-24.225,0.781,-3.126,-23.834,-5.079,-21.099,-1.172,-10.549,-13.284,-27.741,-6.252,-16.410,-3.516,5.861,9.768,-7.033,-13.284,-123.468
'[18:53:51.664 08/07/2079]',-10.159,-4.689,13.675,-26.960,7.424,-6.642,-20.317,-8.596,0.391,-18.755,7.424,10.549,0.000,1.172,-10.549,8.205,-1.954,-8.987,-12.894,7.424,-8.987,16.801,-10.549,-42.198
'[18:53:51.668 08/07/2079]',-12.112,-2.344,32.430,1.172,7.424,0.391,-10.549,20.317,1.954,-10.159,8.596,19.536,0.781,-12.112,4.689,27.350,3.126,-3.516,-31.648,10.549,-14.066,7.424,4.689,16.801
'[18:53:51.672 08/07/2079]',-9.377,29.695,18.755,2.735,13.284,6.252,-13.284,34.774,8.596,-7.424,5.470,8.987,5.861,-16.410,8.596,17.192,7.814,-1.954,-17.973,-13.675,-9.768,-2.344,8.596,57.045
'[18:53:51.676 08/07/2079]',0.781,46.496,-7.033,-26.960,19.145,5.079,-11.722,0.391,13.675,-1.563,12.894,-1.563,7.424,0.781,5.470,8.596,8.596,0.391,7.814,-28.523,-26.960,13.675,5.470,84.005
'[18:53:51.680 08/07/2079]',-1.172,47.668,-25.788,-28.132,15.629,-2.344,-12.503,-8.596,10.549,-7.424,1.563,-16.020,5.079,-3.907,-8.987,-3.907,3.516,-6.252,26.569,-31.648,-12.894,0.391,-8.987,100.024
'[18:53:51.684 08/07/2079]',-0.781,44.542,-15.629,-20.708,16.020,0.391,-13.675,3.516,9.768,-8.987,12.112,3.907,6.642,1.563,0.391,8.596,7.033,-3.516,16.410,-31.648,-2.735,4.298,0.391,111.355
'[18:53:51.688 08/07/2079]',-1.172,17.973,16.801,-14.066,14.066,5.079,-10.159,10.940,7.033,-10.549,17.192,1.954,3.907,-7.033,6.252,12.503,10.549,-1.172,-16.020,-6.642,-15.238,4.689,6.252,117.998
'[18:53:51.691 08/07/2079]',-3.516,22.662,19.145,4.298,15.238,9.377,-0.391,17.973,8.205,-7.814,23.443,35.946,0.391,2.735,2.735,53.919,12.894,4.298,-18.364,-14.457,-19.927,21.490,2.735,126.203
'[18:53:51.695 08/07/2079]',3.126,16.410,38.291,-3.907,18.364,22.662,-10.159,21.490,12.503,-1.563,20.708,28.523,2.735,-3.907,17.973,42.979,10.940,1.563,-37.509,-6.252,-34.774,14.457,17.973,135.580
'[18:53:51.699 08/07/2079]',7.424,28.132,19.927,-12.894,23.834,23.443,-12.894,8.205,16.801,1.954,21.880,8.596,9.377,-10.549,26.960,25.006,11.331,5.470,-19.145,-12.112,-27.350,-0.391,26.960,143.394
'[18:53:51.703 08/07/2079]',4.689,51.575,-5.861,-15.629,23.834,18.755,-15.629,5.470,12.894,-0.781,16.410,7.814,4.298,-5.861,12.112,25.397,6.642,8.205,6.642,-36.728,-21.880,3.126,12.112,148.864
'[18:53:51.707 08/07/2079]',5.470,50.012,-7.033,-14.847,21.490,18.364,-17.973,9.377,14.847,-1.563,18.755,5.861,9.768,0.391,13.675,13.675,5.861,9.377,7.814,-28.132,-17.192,1.563,13.675,151.209
'[18:53:51.711 08/07/2079]',3.907,22.271,15.238,-15.629,16.801,19.145,-20.317,9.768,9.377,-5.861,17.192,-15.238,9.768,0.000,8.205,-13.284,7.033,7.424,-14.457,6.642,-23.053,0.391,8.205,159.414
'[18:53:51.715 08/07/2079]',-0.391,32.430,6.252,-13.284,15.629,18.755,-16.020,5.470,5.079,-1.172,20.317,-17.973,1.954,23.053,-3.907,-14.066,7.033,12.894,-5.470,-11.331,-19.145,29.695,-3.907,166.838
'[18:53:51.719 08/07/2079]',0.000,30.085,0.391,-11.331,12.894,13.675,-13.675,5.470,6.642,-1.954,15.238,-21.880,2.344,38.681,-21.099,-20.708,4.689,10.159,0.391,-12.894,-21.880,46.886,-21.099,170.354
'[18:53:51.723 08/07/2079]',-4.689,3.907,23.053,-16.020,3.907,16.020,-15.238,1.172,0.781,-0.781,25.788,-19.536,-1.563,1.172,21.490,-14.066,1.563,9.377,-22.271,11.331,-21.880,9.768,21.490,172.308
'[18:53:51.727 08/07/2079]',-2.735,19.145,7.424,-3.126,0.781,16.020,-15.238,17.973,1.172,2.344,25.006,25.397,0.391,-4.689,24.615,35.946,1.954,18.364,-6.642,-9.768,-9.377,-0.781,24.615,170.745
'[18:53:51.730 08/07/2079]',0.391,18.364,-3.907,0.391,-1.172,7.033,-12.112,21.099,0.391,-5.861,19.927,16.801,1.954,-17.973,14.457,32.039,-1.563,13.675,4.689,-8.987,-7.424,-19.536,14.457,171.526
'[18:53:51.734 08/07/2079]',-1.563,20.317,-0.391,0.000,-5.861,3.126,-8.205,29.304,0.000,-1.954,16.801,5.470,1.954,-12.503,23.834,5.861,-1.172,8.987,1.172,-0.781,-10.159,-22.271,23.834,170.745
'[18:53:51.738 08/07/2079]',-3.126,44.151,-20.317,-7.814,-0.781,6.642,-16.410,21.490,7.033,2.344,10.159,-9.768,4.689,10.159,2.344,-7.033,2.344,6.252,21.099,-14.847,-15.238,2.344,2.344,169.182
'[18:53:51.742 08/07/2079]',9.377,74.628,-59.389,-44.151,13.675,5.079,-23.053,-16.020,14.066,-2.344,0.000,-48.840,12.503,19.927,-17.973,-52.747,0.391,-1.954,60.171,-50.403,-16.801,17.192,-17.973,164.884
'[18:53:51.746 08/07/2079]',0.781,11.331,-6.252,-41.026,7.814,4.689,-21.880,-26.569,11.331,-0.391,3.516,-32.821,6.642,21.490,-3.907,-42.198,-1.954,-1.172,7.033,3.126,-13.675,25.397,-3.907,160.195
'[18:53:51.750 08/07/2079]',0.391,-9.377,32.821,4.298,11.722,14.847,-13.284,14.066,17.582,4.298,24.225,40.635,10.159,13.675,32.430,30.476,4.689,13.675,-32.039,21.099,-14.457,24.225,32.430,166.838
'[18:53:51.754 08/07/2079]',3.126,-14.847,21.099,-7.814,7.814,7.424,-20.708,5.079,14.847,-0.781,9.377,17.582,16.801,10.549,5.079,7.424,1.172,3.516,-20.317,30.867,-4.298,13.675,5.079,176.996
'[18:53:51.758 08/07/2079]',-2.344,1.954,21.880,42.589,0.000,1.954,8.987,53.529,10.549,5.079,21.880,53.138,15.238,3.907,20.708,51.575,2.735,16.410,-21.099,5.470,8.596,2.735,20.708,189.499
'[18:53:51.762 08/07/2079]',-2.344,16.801,8.205,47.277,-4.689,-3.516,14.457,63.687,10.940,7.033,16.020,29.304,15.238,5.470,20.317,23.443,-0.391,10.549,-7.424,-10.159,10.940,2.735,20.317,194.579
'[18:53:51.766 08/07/2079]',5.470,13.284,-6.252,22.662,-4.689,12.112,-16.020,43.761,7.033,3.126,3.126,0.391,12.894,2.735,3.516,-6.252,-1.954,3.516,7.033,-13.675,11.722,-1.954,3.516,189.890
'[18:53:51.770 08/07/2079]',-4.689,5.079,-21.490,-10.159,-14.457,4.298,-21.490,0.391,-3.126,0.391,0.391,-2.735,0.781,-3.516,8.596,-11.722,-8.596,1.563,22.271,-6.642,4.298,-3.907,8.596,179.341
'[18:53:51.773 08/07/2079]',-7.424,-27.350,38.291,5.079,-14.066,14.066,-11.722,20.317,-3.907,-1.563,10.159,14.066,0.391,2.344,12.503,1.954,-7.424,7.033,-37.509,33.993,-5.861,9.768,12.503,170.745
'[18:53:51.777 08/07/2079]',0.781,-32.039,30.867,-1.954,-11.722,16.801,-25.397,17.973,-5.861,-4.298,2.344,-0.391,3.516,-1.563,-3.907,-6.642,-6.252,1.563,-30.085,47.668,-8.205,-3.907,-3.907,154.725
'[18:53:51.781 08/07/2079]',1.563,-7.033,5.470,-18.755,-12.894,11.722,-10.549,-7.814,-8.987,1.563,7.033,-5.861,2.344,8.596,-8.987,-7.424,-4.298,4.298,-4.689,15.629,-5.470,6.642,-8.987,137.143
'[18:53:51.785 08/07/2079]',-2.344,18.755,1.172,-7.814,-15.629,8.987,6.642,9.377,-6.642,7.033,15.238,10.549,3.126,31.258,-13.284,6.252,-0.781,8.596,-0.391,-7.424,-9.768,33.602,-13.284,114.872
'[18:53:51.789 08/07/2079]',0.391,49.621,-25.006,-21.880,-14.457,11.331,3.907,0.391,-3.126,8.205,14.066,15.629,8.596,5.079,7.424,14.066,1.172,7.033,25.788,-28.132,-13.284,1.563,7.424,111.746
'[18:53:51.793 08/07/2079]',0.781,55.092,-48.059,-17.973,-16.020,9.377,-2.735,0.000,-4.689,9.768,7.814,12.503,3.126,8.205,9.377,3.907,2.344,7.814,48.840,-39.072,-22.271,5.861,9.377,115.653
'[18:53:51.797 08/07/2079]',-2.344,24.615,-41.807,-4.689,-14.847,5.861,-14.457,-0.391,-8.205,6.642,-1.954,5.079,5.079,-3.126,4.298,-5.079,-1.172,2.735,42.589,-24.615,-5.079,2.344,4.298,134.408
'[18:53:51.801 08/07/2079]',3.907,-11.722,-5.470,-2.735,-10.549,8.987,-19.145,5.079,-1.563,3.126,-2.735,-5.470,15.629,-4.298,-5.079,-14.066,-2.735,0.000,6.252,14.847,6.252,-8.596,-5.079,125.421
'[18:53:51.805 08/07/2079]',4.689,-20.317,13.675,-10.159,-5.079,4.689,-21.099,8.596,-2.735,1.563,-9.768,-16.410,16.801,-1.954,-19.927,-22.662,-1.954,-1.172,-12.894,23.053,9.377,-4.689,-19.927,106.667
'[18:53:51.809 08/07/2079]',2.735,-42.198,25.788,-13.284,-9.377,7.033,-16.020,-8.205,-6.252,1.172,-2.344,-0.781,12.894,-3.126,-12.503,-5.470,-3.516,2.735,-25.006,37.509,10.940,-0.391,-12.503,67.595
'[18:53:51.813 08/07/2079]',4.298,-27.350,19.927,-30.867,-14.457,8.596,-4.298,-23.834,-3.516,-3.126,5.470,-0.391,18.755,-4.298,-10.159,-6.252,-5.861,1.954,-19.145,29.304,1.563,-1.172,-10.159,39.072
'[18:53:51.816 08/07/2079]',3.907,1.954,3.907,7.424,-14.066,2.735,12.112,16.801,-3.126,-0.781,13.675,12.503,13.284,-2.344,7.424,3.516,-1.172,10.940,-3.126,2.735,-6.252,0.781,7.424,28.523
'[18:53:51.820 08/07/2079]',2.735,7.814,-9.377,14.847,-15.238,12.894,-2.344,21.880,-1.563,-3.907,8.205,25.006,8.596,1.563,-3.516,20.708,-0.781,10.549,10.159,-7.814,-5.470,0.391,-3.516,22.271
'[18:53:51.824 08/07/2079]',6.642,19.145,-33.602,6.252,-9.377,10.549,-1.954,-0.391,5.079,-0.391,13.284,-15.629,17.192,10.940,2.344,-28.913,-1.954,1.954,34.383,-19.536,5.861,4.298,2.344,29.304
'[18:53:51.828 08/07/2079]',4.689,1.954,-1.563,27.350,-3.907,10.159,5.079,19.536,6.252,-2.735,10.549,21.099,18.364,11.722,-5.861,12.112,2.344,2.735,2.344,-5.079,22.271,8.596,-5.861,26.178
'[18:53:51.832 08/07/2079]',9.377,-11.331,12.112,8.205,-1.563,14.066,-3.907,8.596,3.126,-4.689,5.079,10.159,10.940,2.344,-8.205,8.205,2.344,-1.563,-11.331,9.377,1.954,5.470,-8.205,14.066
'[18:53:51.836 08/07/2079]',8.987,-14.066,-3.516,-7.424,-4.298,9.768,-8.205,-14.066,0.391,-6.642,7.424,-0.391,9.768,3.907,-8.596,-3.516,1.172,-7.814,4.298,10.159,-8.596,15.238,-8.596,10.940
'[18:53:51.840 08/07/2079]',7.033,7.424,-18.755,-2.735,-6.252,8.987,-6.642,-3.516,0.391,-10.549,0.781,-1.563,17.192,-3.516,-21.880,-1.563,2.735,-10.549,19.536,-3.126,-0.391,5.079,-21.880,23.443
'[18:53:51.844 08/07/2079]',16.020,0.781,-12.894,-8.987,-5.470,12.503,-11.722,0.781,0.391,-3.907,6.642,-14.066,12.503,19.145,-22.271,-20.708,4.689,-8.596,13.675,-1.172,-9.768,20.708,-22.271,68.767
'[18:53:51.848 08/07/2079]',13.675,12.112,-12.112,-13.675,-4.298,10.940,-1.954,-5.079,5.470,2.735,6.252,-6.642,20.708,5.079,-1.172,-16.801,6.642,-1.954,12.894,-19.536,20.708,-5.861,-1.172,107.839
'[18:53:51.852 08/07/2079]',-0.391,24.615,-19.927,12.894,-6.642,9.377,7.814,5.079,5.861,2.735,7.424,0.391,22.662,2.344,0.391,-8.596,7.033,0.391,20.708,-29.695,33.993,0.391,0.391,139.878
'[18:53:51.855 08/07/2079]',1.563,18.755,7.814,0.391,-7.033,14.457,11.722,8.987,8.205,4.689,16.410,0.391,20.708,3.907,12.503,-7.033,7.424,2.735,-7.033,-14.847,19.536,-1.172,12.503,135.971
'[18:53:51.859 08/07/2079]',1.954,12.112,13.284,12.894,-5.861,15.629,10.549,19.536,5.861,1.954,17.582,29.304,17.582,4.298,7.424,25.006,7.033,12.112,-12.503,-8.596,7.424,8.987,7.424,99.243
'[18:53:51.863 08/07/2079]',1.954,29.695,-31.258,0.391,-8.205,6.642,-2.735,4.298,-2.344,-10.549,1.954,3.516,11.722,-10.159,-14.066,4.689,-0.781,0.781,32.039,-28.913,-3.516,0.391,-14.066,37.509
'[18:53:51.867 08/07/2079]',8.596,-14.847,-1.954,-21.490,-7.424,8.596,-16.410,-15.629,0.391,-9.768,3.907,-26.178,14.847,5.079,-25.397,-27.741,-1.954,-5.861,2.735,21.099,-9.768,9.768,-25.397,-22.662
'[18:53:51.871 08/07/2079]',8.205,-22.271,14.847,-3.907,-4.298,7.033,-10.940,4.298,3.907,-3.907,7.814,10.159,16.801,1.172,-3.907,4.298,3.516,3.126,-14.066,20.708,6.252,1.954,-3.907,-53.529
'[18:53:51.875 08/07/2079]',5.079,-6.252,-17.582,-21.099,-7.814,3.126,-18.755,-17.192,0.391,-9.377,-8.205,-28.913,12.503,-6.642,-25.006,-26.569,-1.172,-7.033,18.364,2.735,5.079,-7.424,-25.006,-54.701
'[18:53:51.879 08/07/2079]',1.563,23.053,-35.556,-6.642,-7.424,0.391,-3.126,-7.424,3.907,-0.391,12.894,-1.954,9.768,-1.563,9.768,-3.907,0.000,-1.172,36.337,-26.960,-5.861,5.861,9.768,-30.867
'[18:53:51.883 08/07/2079]',15.629,31.258,-2.344,-19.145,0.000,5.079,1.172,17.973,7.033,0.391,7.814,25.397,9.377,5.079,0.000,26.569,2.344,5.079,3.126,-26.960,-33.602,16.410,0.000,-11.331
'[18:53:51.887 08/07/2079]',15.238,8.987,-17.582,-52.357,-5.079,-5.079,-17.582,-17.192,-1.172,-12.112,-10.159,-9.768,3.516,-7.424,-23.443,-7.424,-6.642,-7.424,18.364,2.735,-38.681,-4.689,-23.443,-15.238
'[18:53:51.891 08/07/2079]',21.880,2.344,1.172,-53.919,4.689,-2.735,-6.252,-23.834,0.391,-5.079,5.079,-11.331,1.563,-10.159,1.954,-5.861,-6.252,-3.126,-0.391,5.861,-55.482,0.781,1.954,-40.244
'[18:53:51.895 08/07/2079]',27.741,-10.159,30.867,-28.523,7.814,11.331,4.689,-5.079,8.987,7.033,19.145,13.284,10.940,9.768,4.298,22.662,1.563,9.377,-30.085,23.443,-46.496,15.238,4.298,-75.800
'[18:53:51.898 08/07/2079]',28.132,-12.112,14.457,17.192,6.252,22.662,-4.298,22.662,5.470,2.344,16.801,37.118,8.205,-4.689,-0.391,59.389,3.126,17.192,-13.675,7.033,-25.397,-2.344,-0.391,-99.634
'[18:53:51.902 08/07/2079]',17.973,23.834,-20.317,14.066,3.126,15.629,0.000,17.192,3.126,2.735,13.284,30.085,3.126,-3.907,7.814,42.979,1.172,15.629,21.099,-31.648,-26.960,7.814,7.814,-119.170
'[18:53:51.906 08/07/2079]',22.662,-3.516,3.907,-11.331,1.954,17.192,-6.642,-0.391,7.033,4.298,12.112,12.894,3.126,6.252,6.642,20.708,2.344,9.768,-3.126,4.298,-39.853,13.675,6.642,-139.096
'[18:53:51.910 08/07/2079]',24.615,-28.913,19.145,-7.033,0.000,17.582,-13.675,3.516,3.516,-4.298,4.689,12.503,0.781,-8.596,0.391,23.834,2.344,6.642,-18.364,29.304,-31.648,-8.596,0.391,-164.103
'[18:53:51.914 08/07/2079]',19.145,-11.722,8.596,-12.112,1.172,15.629,-7.033,-5.861,5.470,-2.735,4.298,-11.331,2.735,2.735,-9.377,-0.781,4.298,3.126,-7.814,11.331,-23.443,3.126,-9.377,-191.062
'[18:53:51.918 08/07/2079]',13.284,18.364,-1.172,-7.033,2.344,16.410,2.735,1.172,9.768,-0.391,14.066,8.987,5.861,2.344,3.907,20.708,7.424,4.298,1.954,-12.503,-25.397,3.516,3.907,-203.565
'[18:53:51.922 08/07/2079]',12.503,37.900,-30.476,10.549,-1.954,16.020,4.298,11.331,7.033,-0.781,14.457,13.675,7.814,-5.079,3.907,28.132,9.377,7.424,31.258,-28.132,-17.973,-8.596,3.907,-189.890
'[18:53:51.926 08/07/2079]',18.364,45.714,-39.072,20.708,2.344,10.159,14.066,18.755,4.298,-1.563,19.536,16.801,6.252,5.861,3.126,23.443,9.768,12.894,39.853,-46.105,-21.490,9.768,3.126,-151.600
'[18:53:51.930 08/07/2079]',25.006,43.370,-36.337,-4.298,3.516,4.298,12.112,6.252,2.344,0.000,15.629,10.159,0.000,-5.079,23.053,11.722,7.814,10.159,37.118,-53.919,-39.853,7.814,23.053,-103.150
'[18:53:51.934 08/07/2079]',23.443,-37.118,24.615,-9.768,-0.781,-0.391,2.735,-0.391,0.391,-1.563,8.205,5.470,-4.298,-3.907,14.457,7.033,4.298,3.516,-23.834,31.258,-44.542,7.033,14.457,-62.906
'[18:53:51.938 08/07/2079]',24.615,-19.927,31.648,-16.801,5.079,10.159,1.172,1.563,6.642,0.781,3.907,-23.053,3.126,0.391,1.172,-15.238,10.940,1.172,-30.867,23.834,-39.072,5.079,1.172,-37.900
'[18:53:51.941 08/07/2079]',16.410,-2.344,17.973,-10.549,9.768,27.741,-5.470,-11.331,14.457,7.033,6.252,0.391,8.205,-1.172,8.987,12.894,16.801,2.735,-17.192,8.596,-23.834,0.391,8.987,-19.927
'[18:53:51.945 08/07/2079]',11.331,9.377,9.768,1.172,8.205,23.443,5.861,-5.470,13.284,7.424,13.284,0.391,12.112,2.735,8.987,10.940,17.582,5.861,-8.987,1.172,-4.689,-2.735,8.987,-7.033
'[18:53:51.949 08/07/2079]',13.284,47.668,-18.755,27.350,9.377,25.788,17.973,14.457,13.284,10.549,24.615,25.397,13.284,5.470,19.145,37.118,23.053,19.536,19.536,-38.291,1.172,-2.735,19.145,7.033
'[18:53:51.953 08/07/2079]',13.284,21.490,16.410,23.443,7.814,20.708,24.615,20.317,9.768,9.768,27.741,21.880,8.596,5.861,29.695,25.397,21.490,25.006,-15.629,-12.503,-10.159,3.516,29.695,16.020
