'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8','ECG'
'[00:05:17.590 12/07/2079]',-13.284,0.391,8.987,8.987,-7.814,6.642,0.391,5.861,0.000,7.033,0.000,0.391,-1.563,-1.172,4.298,6.642,6.252,4.298,-8.205,1.172,10.549,-1.954,4.298,-139.878
'[00:05:17.594 12/07/2079]',-10.940,-3.126,14.457,5.861,-8.596,6.252,3.126,4.689,1.172,7.814,5.079,-3.516,0.391,16.410,-5.079,-0.781,4.689,6.252,-13.675,1.172,17.582,11.331,-5.079,-151.209
'[00:05:17.598 12/07/2079]',-5.470,3.516,5.470,7.033,-6.252,5.079,3.907,7.424,-2.735,8.596,5.079,1.954,-2.344,10.549,5.470,0.781,5.079,4.298,-4.689,0.781,7.033,1.172,5.470,-114.481
'[00:05:17.602 12/07/2079]',-1.563,4.689,5.470,1.172,-4.689,2.735,3.126,7.033,-3.126,11.331,4.298,3.907,-3.126,8.987,5.470,4.298,3.516,7.424,-4.689,1.172,-1.172,-2.344,5.470,-50.012
'[00:05:17.605 12/07/2079]',-7.424,9.377,4.689,-1.954,-7.424,4.298,2.344,4.298,-10.549,4.298,3.907,5.079,-9.768,10.940,0.781,0.781,-0.391,9.377,-3.907,-7.033,-1.563,10.159,0.781,4.298
'[00:05:17.609 12/07/2079]',-1.954,6.252,11.722,-1.172,-1.172,5.861,3.907,5.079,-7.424,8.205,7.033,5.470,-3.907,13.675,5.470,-2.735,-0.391,8.205,-10.940,-0.781,5.079,7.033,5.470,21.490
'[00:05:17.613 12/07/2079]',2.344,-6.252,9.768,3.516,-2.735,0.781,1.954,10.159,-5.861,5.470,2.735,12.112,2.344,9.768,6.252,-4.298,-1.563,8.596,-8.987,16.801,1.954,-1.563,6.252,8.205
'[00:05:17.617 12/07/2079]',-3.907,-14.457,8.596,0.000,-14.066,-3.516,0.391,7.033,-7.033,-1.954,-3.126,12.112,5.079,-0.391,-3.516,-2.344,-8.987,7.424,-7.814,20.317,1.954,-0.391,-3.516,-23.053
'[00:05:17.621 12/07/2079]',-1.172,-18.755,9.768,-1.563,-14.457,-6.252,1.563,7.033,-5.079,-1.563,-6.252,7.033,10.159,-8.596,-7.814,0.000,-8.987,5.079,-8.987,17.192,16.410,-10.940,-7.814,-47.668
'[00:05:17.625 12/07/2079]',4.689,-21.490,-5.079,-3.907,-17.973,-13.284,-2.344,7.814,-10.159,-7.033,-5.079,3.907,11.722,-20.708,-11.722,2.344,-10.940,1.563,5.861,22.271,0.781,-22.271,-11.722,-64.469
'[00:05:17.629 12/07/2079]',-3.126,-23.443,-4.689,-2.344,-19.536,-14.457,-4.298,5.470,-14.847,-10.940,-3.516,3.907,-3.516,-9.377,-15.629,2.735,-10.940,2.735,5.470,14.847,-1.954,-5.079,-15.629,-64.860
'[00:05:17.633 12/07/2079]',3.516,-3.516,-3.516,-4.298,-0.391,-6.642,-1.563,1.172,-7.814,-5.079,3.516,3.516,-8.205,12.112,-7.424,-2.735,-1.563,5.079,4.298,-1.954,-1.563,11.722,-7.424,-63.687
'[00:05:17.637 12/07/2079]',-0.391,-5.079,0.391,-9.768,-6.252,-6.252,-0.391,-1.172,-5.079,0.000,7.424,1.172,-8.596,8.987,2.344,0.391,0.391,4.689,0.391,6.252,-21.099,6.252,2.344,-57.045
'[00:05:17.641 12/07/2079]',-4.689,-12.503,2.735,-4.689,-10.159,-5.861,-0.391,-1.172,-4.298,5.079,3.126,1.563,-9.377,-1.563,7.033,9.377,3.516,5.079,-1.954,15.629,-31.258,-0.391,7.033,-53.138
'[00:05:17.645 12/07/2079]',-8.596,-14.066,6.252,-4.298,-14.457,-4.689,1.172,-1.563,-5.861,5.079,3.516,0.391,-8.596,-5.861,8.205,9.768,1.954,8.205,-5.470,6.252,-20.317,-1.172,8.205,-47.277
'[00:05:17.648 12/07/2079]',-16.410,-7.033,8.205,-6.642,-19.145,-3.126,7.424,-7.033,-4.689,6.252,0.781,-1.172,-3.516,-11.331,8.205,8.596,2.344,9.768,-7.424,-2.735,-2.735,-6.642,8.205,-57.827
'[00:05:17.652 12/07/2079]',-21.490,-3.126,3.126,0.391,-19.145,-5.079,7.424,-3.126,-13.675,-0.391,-2.344,4.298,-12.894,-16.410,1.954,14.457,4.689,10.549,-2.344,-5.470,0.391,-7.424,1.954,-85.177
'[00:05:17.656 12/07/2079]',-22.662,-2.344,1.172,5.470,-14.847,-2.735,3.126,-2.735,-25.006,-4.298,1.172,2.344,-28.913,-12.894,1.954,13.675,6.252,10.159,-0.391,-10.549,3.126,-1.172,1.954,-117.998
'[00:05:17.660 12/07/2079]',-14.066,-8.205,12.112,4.298,-1.954,2.344,2.344,-8.205,-18.364,-2.735,5.079,-4.689,-23.053,-5.861,-3.126,11.331,11.722,5.861,-11.331,-2.735,3.516,4.689,-3.126,-135.189
'[00:05:17.664 12/07/2079]',-23.053,-6.642,7.814,0.000,-12.112,0.391,0.781,-8.987,-21.880,-4.689,1.172,-2.344,-29.695,-1.563,-14.066,16.410,11.331,0.000,-7.033,1.563,-17.192,14.066,-14.066,-119.951
'[00:05:17.668 12/07/2079]',-19.536,-1.172,4.689,2.735,-7.424,2.735,0.000,-7.033,-17.582,-1.954,6.252,-3.126,-29.695,-1.954,-0.391,14.847,16.020,-1.954,-3.907,-3.516,-21.099,9.768,-0.391,-86.349
'[00:05:17.672 12/07/2079]',-20.708,-0.781,14.457,-10.159,-7.424,3.907,1.954,-14.066,-9.377,-1.172,8.596,-7.033,-22.662,7.033,-4.298,9.377,14.457,-3.907,-13.675,-16.020,-7.424,19.145,-4.298,-41.026
'[00:05:17.676 12/07/2079]',-21.490,14.457,6.252,-12.112,-8.596,1.563,4.298,-10.159,-10.940,0.000,10.159,-8.205,-24.225,-3.516,12.112,5.079,14.457,-6.252,-5.470,-28.132,-7.033,5.470,12.112,-11.331
'[00:05:17.680 12/07/2079]',-20.708,2.344,5.079,2.735,-5.470,0.781,1.172,-6.642,-10.940,0.391,8.987,-3.907,-23.443,-4.689,21.099,0.781,15.629,-4.689,-4.298,-14.847,5.861,-4.298,21.099,12.894
'[00:05:17.684 12/07/2079]',-28.523,-9.377,16.020,4.689,-7.424,-1.563,1.954,-8.987,-4.689,3.907,3.126,-6.252,-18.755,0.781,18.364,-4.298,13.675,-6.252,-15.238,-12.112,19.145,8.596,18.364,34.774
'[00:05:17.688 12/07/2079]',-24.615,-11.722,19.536,5.470,-4.298,-0.391,5.079,-11.722,-3.126,3.907,3.126,-9.768,-16.801,1.563,11.331,-3.126,13.284,-6.642,-18.755,-4.689,14.066,14.066,11.331,72.283
'[00:05:17.691 12/07/2079]',-22.662,-12.112,21.099,8.596,-3.126,1.954,2.735,-6.252,-2.344,4.689,7.033,-11.722,-15.629,-8.987,10.549,11.331,15.629,-7.814,-20.317,5.079,1.563,1.954,10.549,109.402
'[00:05:17.695 12/07/2079]',-29.695,-10.940,23.443,4.298,-6.642,-0.781,3.126,-8.987,0.391,1.172,5.861,-13.675,-15.629,-10.940,6.252,14.066,12.894,-5.470,-22.662,-1.563,2.344,7.424,6.252,136.361
'[00:05:17.699 12/07/2079]',-28.132,-3.907,23.443,-4.689,-8.205,-2.735,7.033,-9.377,-8.596,-0.391,5.079,-12.503,-25.397,-21.880,13.675,14.066,8.596,-3.907,-22.662,-11.331,-8.205,8.205,13.675,144.567
'[00:05:17.703 12/07/2079]',-28.523,-1.954,10.549,1.954,-12.503,-3.516,4.298,-5.861,-11.331,0.000,5.079,-8.205,-29.695,-21.880,16.801,19.536,8.987,-4.689,-9.768,-3.126,-14.847,-4.689,16.801,138.315
'[00:05:17.707 12/07/2079]',-28.913,-1.172,5.079,5.079,-13.675,-6.642,3.516,-1.563,-10.549,0.781,7.814,-7.814,-23.053,-10.549,11.331,11.722,10.549,-4.298,-4.298,-7.814,2.344,-3.907,11.331,126.984
'[00:05:17.711 12/07/2079]',-19.536,-5.079,5.079,7.424,-10.159,-6.642,3.907,0.781,-12.894,0.391,8.596,-4.689,-23.053,-9.768,14.457,9.377,7.814,-2.344,-4.298,-8.596,2.735,0.391,14.457,110.965
'[00:05:17.715 12/07/2079]',-19.927,-7.424,-0.781,10.940,-11.331,-4.689,-0.391,0.000,-7.814,0.391,1.954,-2.344,-23.443,-3.516,7.033,11.722,4.298,-2.735,1.563,-1.172,-0.781,0.781,7.033,96.899
'[00:05:17.719 12/07/2079]',-26.960,-6.642,-6.642,11.331,-15.238,-8.205,-2.735,-0.781,-7.033,-2.344,0.000,-3.516,-21.490,3.907,-3.126,5.079,2.344,-1.954,7.424,1.172,3.126,7.033,-3.126,80.488
'[00:05:17.723 12/07/2079]',-23.834,-7.424,1.172,3.907,-7.424,-11.331,-1.954,-4.298,-9.377,-5.861,-0.781,-5.079,-22.271,7.033,-9.768,2.344,-1.172,0.000,-0.391,-3.516,7.424,16.020,-9.768,55.092
'[00:05:17.727 12/07/2079]',-22.271,-13.284,3.516,7.814,-6.252,-13.284,-1.954,-1.563,-8.987,-5.861,1.172,-5.861,-22.271,3.126,-0.781,-1.172,-4.689,0.000,-2.735,-0.781,10.159,10.940,-0.781,32.430
'[00:05:17.730 12/07/2079]',-26.960,-4.689,-3.516,1.172,-11.331,-12.894,-1.563,-6.252,-3.126,-6.252,0.000,-5.470,-14.457,5.079,-1.172,-5.861,-5.470,-2.344,4.298,-2.735,10.940,5.861,-1.172,12.894
'[00:05:17.734 12/07/2079]',-16.410,-3.126,-3.126,-1.172,-5.470,-11.722,-1.954,-4.298,-2.344,-3.516,-4.298,-4.298,-10.940,-11.331,6.642,0.391,-5.861,-2.735,3.907,-10.549,10.159,-6.252,6.642,15.629
'[00:05:17.738 12/07/2079]',-19.927,-4.298,-6.252,-0.781,-12.503,-7.033,-1.563,-8.596,2.735,-3.907,-3.126,-9.377,-9.768,-16.801,9.377,3.126,-8.205,-0.391,7.033,-12.503,2.735,-4.298,9.377,17.582
'[00:05:17.742 12/07/2079]',-13.284,-7.424,-8.205,-1.563,-6.252,-7.424,-5.470,-9.377,3.126,-5.470,-1.172,-10.940,-8.596,-16.410,0.391,9.768,-6.252,-2.344,8.987,0.000,-10.940,-7.424,0.391,20.317
'[00:05:17.746 12/07/2079]',-16.801,-8.596,-9.768,1.563,-7.424,-9.768,-6.642,-8.205,-8.987,-7.033,-1.172,-11.331,-20.317,-12.894,-2.344,6.252,-5.861,-1.172,10.549,3.516,-10.159,-8.596,-2.344,3.126
'[00:05:17.750 12/07/2079]',-21.490,-4.298,-8.596,1.172,-6.642,-12.503,-3.126,-8.987,-10.940,-10.549,-2.735,-7.424,-20.708,-15.238,-2.344,5.470,-8.596,0.391,9.377,-7.424,0.781,-4.689,-2.344,-31.258
'[00:05:17.754 12/07/2079]',-19.536,-10.940,-8.205,1.563,-8.596,-11.722,-2.735,-12.894,-13.284,-10.940,1.954,-9.377,-24.615,-10.940,6.642,-4.298,-8.596,-1.172,8.987,-0.391,-5.861,-3.126,6.642,-74.628
'[00:05:17.758 12/07/2079]',-17.582,-7.424,-6.642,-0.391,-10.549,-8.205,-3.126,-8.987,-17.192,-11.331,7.424,-5.861,-23.443,-9.377,4.298,0.000,-5.470,-2.344,7.424,3.516,-12.112,-8.596,4.298,-103.150
'[00:05:17.762 12/07/2079]',-14.457,3.126,-10.159,-1.172,-11.331,-5.470,-1.172,-4.298,-17.582,-10.159,7.033,-3.126,-23.443,-14.066,1.172,10.940,-3.516,0.000,10.940,-12.503,-17.192,-3.907,1.172,-101.978
'[00:05:17.766 12/07/2079]',-10.940,-5.079,0.391,-1.563,-8.596,-1.954,-0.391,-4.689,-18.755,-8.987,2.735,-1.954,-27.741,-12.894,0.000,13.284,-1.954,-0.391,0.391,-7.424,-18.755,0.781,0.000,-86.349
'[00:05:17.770 12/07/2079]',-10.549,-0.391,0.781,-6.642,-6.252,-1.563,0.781,-8.205,-18.364,-7.033,5.079,-5.079,-24.615,5.861,-20.317,12.112,2.344,0.391,0.000,-0.781,-26.569,16.020,-20.317,-70.330
'[00:05:17.773 12/07/2079]',-17.192,4.298,5.079,-3.516,-5.470,-3.126,1.172,-3.126,-14.847,-8.987,4.298,-1.563,-19.927,-8.596,-8.205,15.238,6.252,0.391,-4.298,-7.033,-14.066,1.172,-8.205,-71.893
'[00:05:17.777 12/07/2079]',-16.020,-11.331,12.112,-0.781,-6.252,-3.126,1.563,-7.814,-10.159,-9.768,2.735,-7.033,-14.066,-16.410,-3.126,8.987,4.689,0.391,-11.331,-1.954,3.907,-9.377,-3.126,-82.442
'[00:05:17.781 12/07/2079]',-20.708,-6.642,10.159,-4.689,-5.079,-3.126,2.735,-15.629,-5.470,-8.205,3.516,-9.768,-10.159,-8.596,0.000,-1.954,5.861,-0.781,-9.377,6.252,0.781,-4.298,0.000,-98.071
'[00:05:17.785 12/07/2079]',-25.397,-3.907,4.298,0.391,-8.987,-6.252,0.000,-7.424,-5.079,-8.205,-0.781,-2.344,-10.159,-11.331,1.172,3.126,5.470,-2.344,-3.516,8.987,2.344,-14.066,1.172,-106.276
'[00:05:17.789 12/07/2079]',-15.629,-10.549,2.344,3.126,-6.252,-6.642,-0.391,-4.689,-9.768,-10.159,1.172,-5.861,-17.192,-11.722,-1.954,5.470,2.344,-3.907,-1.563,8.205,-3.907,-8.205,-1.954,-103.541
'[00:05:17.793 12/07/2079]',-8.987,-7.424,3.907,1.172,-1.172,-1.954,-0.781,-5.861,-7.424,-3.907,0.391,-8.205,-16.410,-2.735,-0.781,0.000,3.907,-6.642,-3.126,7.814,-9.377,1.954,-0.781,-91.819
'[00:05:17.797 12/07/2079]',-14.066,-4.298,0.391,1.954,-11.331,-1.172,-1.172,-1.954,-5.470,-5.079,1.954,-4.298,-11.331,4.689,-1.954,-5.861,3.516,-7.424,0.391,9.377,-15.629,5.861,-1.954,-75.409
'[00:05:17.801 12/07/2079]',-20.708,-1.563,5.861,-1.172,-17.582,0.391,-1.172,0.391,-11.722,-8.987,-0.781,1.563,-19.145,-7.424,1.563,3.126,1.172,-5.861,-5.079,-4.298,-7.814,0.391,1.563,-69.939
'[00:05:17.805 12/07/2079]',-19.927,0.391,3.516,-2.735,-11.331,2.735,-1.954,-8.205,-7.033,-2.735,-1.172,-4.689,-12.894,-6.642,2.344,-0.781,0.781,-4.298,-2.735,-8.987,12.112,-2.735,2.344,-68.376
'[00:05:17.809 12/07/2079]',-17.582,-1.954,2.344,-1.563,-5.861,-3.907,0.000,-7.814,-5.079,-2.344,-0.391,-7.814,-7.033,-6.642,-1.172,-1.563,1.563,-5.470,-1.563,0.391,17.973,-12.503,-1.172,-70.720
'[00:05:17.813 12/07/2079]',-13.284,1.172,-0.391,-2.735,-3.516,-7.424,1.563,-5.470,-7.033,-6.252,0.391,-5.079,-14.457,-4.689,-5.470,5.470,1.172,-3.126,1.172,-3.516,5.470,-5.861,-5.470,-60.171
'[00:05:17.816 12/07/2079]',-8.987,-3.907,-0.781,0.000,0.391,-7.033,1.172,-7.424,-2.344,-3.516,-1.563,-8.596,-13.284,-6.252,0.391,1.563,1.563,-1.563,1.563,-1.172,-2.735,2.735,0.391,-22.662
'[00:05:17.820 12/07/2079]',-7.814,0.781,0.391,-6.642,-1.563,-6.252,4.689,-9.377,0.000,-3.126,0.000,-10.159,-8.205,-13.675,12.894,-5.470,1.954,-3.126,0.391,-1.563,-10.549,-2.344,12.894,31.648
'[00:05:17.824 12/07/2079]',-16.020,0.000,6.252,-3.516,-6.642,-7.033,3.516,-3.126,0.000,-1.954,0.000,-8.205,-7.033,-17.192,10.549,1.172,3.907,-3.907,-5.470,1.172,-4.298,-9.768,10.549,80.098
'[00:05:17.828 12/07/2079]',-13.675,-8.596,5.470,0.000,-7.033,-3.516,-2.344,-3.126,-1.172,0.391,-5.470,-6.642,-9.768,-23.053,10.159,8.596,2.344,-3.907,-4.689,1.954,-5.861,-12.112,10.159,85.958
'[00:05:17.832 12/07/2079]',-12.503,1.172,3.516,-8.205,-3.907,0.000,-1.563,-8.596,-2.735,0.000,-3.907,-5.470,-10.159,-15.629,9.377,2.735,2.344,-4.689,-2.735,-5.470,-2.735,-6.252,9.377,55.482
'[00:05:17.836 12/07/2079]',-13.284,3.907,5.861,-5.470,-2.344,0.391,-1.172,-4.689,-1.954,-0.391,-0.781,-3.516,-12.503,-3.126,1.954,5.079,4.689,-3.126,-5.079,0.781,-7.424,-2.344,1.954,39.463
'[00:05:17.840 12/07/2079]',-7.424,-1.563,5.861,-3.126,-2.735,1.954,-1.954,-3.126,-3.907,-5.470,1.954,0.391,-17.582,-10.549,14.847,5.861,4.689,-1.172,-5.079,3.126,-21.099,-3.907,14.847,93.773
'[00:05:17.844 12/07/2079]',-4.298,-2.735,1.172,0.000,-1.954,1.954,-3.907,-1.563,-5.470,-11.331,6.642,-1.563,-12.112,-6.642,3.126,2.735,0.781,-2.344,-0.391,0.000,-14.457,5.861,3.126,248.889
'[00:05:17.848 12/07/2079]',-10.159,-7.814,-1.954,3.126,-6.642,-0.781,-2.735,-5.079,-1.954,-11.722,3.126,-2.344,-8.596,-2.344,2.344,-5.470,0.391,-5.079,2.735,4.689,-1.563,1.954,2.344,445.421
'[00:05:17.852 12/07/2079]',-9.377,-10.159,-10.549,5.470,-7.424,-2.344,-5.470,-6.252,-2.344,-12.112,-3.126,1.172,-6.642,-1.172,-8.205,-1.172,1.172,-6.252,11.331,1.563,13.284,-0.781,-8.205,585.690
'[00:05:17.855 12/07/2079]',-13.675,-17.973,-16.801,3.516,-13.284,-3.907,-10.549,-16.020,-1.563,-8.987,-7.814,-7.424,-2.344,-0.781,-17.973,-6.252,0.000,-9.768,17.582,0.000,27.741,-1.172,-17.973,574.359
'[00:05:17.859 12/07/2079]',-17.973,-19.927,-18.364,-0.391,-13.675,-5.861,-12.112,-23.053,-1.563,-6.252,-10.159,-17.192,-3.907,-5.861,-16.410,-10.159,1.172,-15.238,19.145,4.298,35.946,-13.675,-16.410,378.999
'[00:05:17.863 12/07/2079]',-12.894,-17.192,-22.662,-4.689,-9.377,-9.377,-13.675,-24.225,-5.470,-3.516,-18.364,-17.192,-7.814,-10.940,-14.457,-12.112,1.954,-16.410,23.443,10.549,28.132,-22.271,-14.457,92.991
'[00:05:17.867 12/07/2079]',-18.755,-22.271,-30.476,-2.735,-17.582,-13.284,-15.238,-26.960,-8.205,-6.252,-23.053,-17.973,-9.768,-12.894,-19.927,-13.675,-1.172,-19.145,31.258,10.159,26.960,-17.582,-19.927,-222.320
'[00:05:17.871 12/07/2079]',-11.331,-18.755,-29.695,-8.596,-14.457,-10.159,-12.503,-29.695,-9.377,-5.079,-16.020,-25.788,-12.112,-5.079,-19.927,-20.317,0.391,-19.145,30.476,9.377,15.238,-8.596,-19.927,-494.261
'[00:05:17.875 12/07/2079]',-1.172,-13.284,-26.569,-9.768,-8.987,-6.252,-10.940,-23.443,-10.159,-3.516,-5.861,-25.006,-13.284,1.563,-19.145,-14.066,4.689,-16.410,27.350,12.112,-5.861,-4.298,-19.145,-670.476
'[00:05:17.879 12/07/2079]',0.781,-22.662,-12.894,-1.563,-8.987,0.781,-11.331,-15.238,-4.689,-0.391,-0.391,-18.755,-7.424,9.377,-21.880,-5.470,10.549,-9.377,13.675,18.755,-10.549,4.689,-21.880,-767.766
'[00:05:17.883 12/07/2079]',2.344,-14.847,-10.940,-5.470,-9.377,7.033,-6.252,-19.145,-1.172,6.252,0.391,-23.443,-8.205,5.861,-10.159,-6.642,14.066,-5.861,11.722,7.814,-25.006,11.722,-10.159,-795.116
'[00:05:17.887 12/07/2079]',0.391,-10.159,-3.126,-5.079,-4.689,6.642,-3.126,-15.238,-2.344,5.470,1.172,-18.364,-8.987,-1.563,-2.344,-0.391,17.973,-5.079,3.907,12.894,-29.304,2.344,-2.344,-776.361
'[00:05:17.891 12/07/2079]',2.344,-9.377,-0.391,-1.954,-6.252,7.424,-3.126,-6.252,-0.781,4.689,0.391,-12.112,-6.642,-3.907,-4.298,6.642,21.099,-4.689,1.172,15.629,-39.463,2.735,-4.298,-680.635
'[00:05:17.895 12/07/2079]',3.516,0.391,-3.516,-6.252,-1.954,7.424,-1.172,-8.205,-3.516,3.907,1.172,-16.801,-10.549,-18.755,13.284,0.391,20.317,-5.861,4.298,3.907,-42.198,-4.689,13.284,-510.281
'[00:05:17.898 12/07/2079]',0.391,-2.344,-2.735,-1.172,-2.344,4.689,-2.344,-5.079,-1.563,2.735,0.000,-12.503,-8.205,-14.066,11.722,-0.391,16.020,-5.861,3.516,5.079,-29.695,-2.735,11.722,-293.822
'[00:05:17.902 12/07/2079]',-3.907,-3.907,-0.781,-2.344,-5.470,3.126,-4.298,-2.735,0.391,2.344,-0.781,-8.596,-8.205,-1.954,2.735,0.781,14.066,-6.252,1.563,10.940,-25.788,0.000,2.735,-95.726
'[00:05:17.906 12/07/2079]',-3.516,-5.079,-3.126,2.735,-3.516,-0.781,-3.516,0.000,0.781,0.781,-0.781,-7.814,-6.642,0.391,3.516,-3.907,10.549,-5.079,3.907,6.252,-9.377,-1.172,3.516,67.985
'[00:05:17.910 12/07/2079]',-1.172,-17.192,-2.344,6.642,-7.814,-2.735,-1.563,-1.172,3.907,1.563,0.391,-9.768,0.391,2.344,-1.172,-4.298,6.252,-5.470,3.126,10.940,5.079,-5.079,-1.172,163.321
'[00:05:17.914 12/07/2079]',-9.768,-2.735,-0.781,-0.781,-14.066,-2.735,2.344,-0.391,0.000,-1.563,-4.298,-0.781,-2.735,4.689,-9.768,0.391,4.689,-7.033,1.563,7.424,-1.954,1.954,-9.768,213.724
'[00:05:17.918 12/07/2079]',-10.549,6.252,-12.503,2.344,-17.192,-1.172,2.344,2.344,-3.907,-1.563,-4.689,0.781,-1.172,-7.033,-3.126,1.563,3.907,-5.079,13.284,0.391,-9.377,-1.172,-3.126,241.465
'[00:05:17.922 12/07/2079]',-5.861,1.172,0.391,-1.172,-16.410,3.516,3.516,2.344,-3.126,-0.391,0.000,2.735,-0.391,-2.344,-1.954,3.516,2.344,-0.781,0.391,-3.126,-7.424,6.252,-1.954,257.094
'[00:05:17.926 12/07/2079]',-1.563,3.126,7.033,1.563,-6.252,7.814,3.516,4.689,1.954,3.126,6.642,3.907,4.298,5.861,2.735,1.954,7.424,-0.781,-6.252,4.689,-2.735,0.781,2.735,263.346
'[00:05:17.930 12/07/2079]',0.781,3.126,3.126,5.079,-3.516,3.907,2.735,9.768,1.563,0.781,6.642,9.768,5.470,13.675,-3.126,2.344,6.252,0.391,-2.344,8.596,1.172,0.391,-3.126,273.114
'[00:05:17.934 12/07/2079]',-1.172,-11.331,7.033,4.298,-10.940,0.781,1.563,6.642,0.000,-2.735,1.954,8.987,5.861,5.079,-5.861,3.516,1.563,0.391,-6.252,12.112,4.298,-0.391,-5.861,298.510
'[00:05:17.938 12/07/2079]',-2.344,-11.331,5.470,0.781,-12.112,0.000,2.735,1.563,0.000,-1.172,-2.735,5.861,10.159,-3.907,-5.470,0.391,0.391,-3.907,-4.689,13.675,2.735,-3.907,-5.470,316.874
'[00:05:17.941 12/07/2079]',-4.298,-14.847,4.298,-2.344,-15.629,-3.907,1.172,2.344,-6.642,-8.987,-0.781,3.907,10.940,-11.331,-17.973,5.079,-3.516,-5.470,-3.516,21.490,1.172,-9.377,-17.973,303.199
'[00:05:17.945 12/07/2079]',-10.549,-22.271,4.689,-1.172,-27.741,-5.470,0.000,4.689,-16.020,-11.331,-3.126,5.861,-0.391,-16.801,-11.722,4.298,-9.377,-2.344,-3.907,13.284,0.000,-5.079,-11.722,249.280
'[00:05:17.949 12/07/2079]',-3.907,-9.377,11.331,-0.781,-11.722,3.126,2.344,3.126,2.344,-1.563,-1.563,8.987,3.516,-1.954,2.344,3.907,-1.954,0.391,-10.549,5.079,5.079,-4.298,2.344,178.950
'[00:05:17.953 12/07/2079]',1.563,2.344,5.079,3.907,-1.563,6.642,1.954,7.033,1.172,-0.781,-2.344,12.503,-0.781,-2.344,4.298,8.596,-0.781,2.344,-4.298,5.470,5.861,-12.112,4.298,139.096
'[00:05:17.957 12/07/2079]',4.298,1.954,8.987,5.079,0.000,8.596,3.126,9.377,5.861,2.735,-0.391,12.503,1.954,1.172,5.861,12.503,0.391,6.642,-8.205,3.907,7.424,-12.894,5.861,144.957
'[00:05:17.961 12/07/2079]',11.331,7.033,8.205,2.735,5.861,11.331,4.689,6.642,12.894,5.861,2.344,9.377,10.940,-0.781,10.159,10.940,1.954,6.252,-7.424,1.563,-3.516,-8.205,10.159,194.188
'[00:05:17.965 12/07/2079]',13.284,5.470,3.907,-0.781,3.907,9.377,6.252,2.344,9.768,3.126,2.735,7.033,11.722,2.735,1.954,6.252,1.954,4.298,-3.126,7.424,-11.331,-0.391,1.954,249.670
'[00:05:17.969 12/07/2079]',7.424,7.814,2.735,-3.907,0.391,5.079,6.642,1.563,4.298,0.391,3.516,9.768,8.205,11.331,-0.781,0.391,0.781,5.470,-1.954,6.642,-7.033,3.907,-0.781,281.709
'[00:05:17.973 12/07/2079]',8.596,9.768,3.907,-1.563,1.172,3.907,9.768,5.079,8.596,1.954,3.516,10.549,11.331,7.814,9.377,-2.735,3.516,5.470,-3.126,-2.735,0.391,1.954,9.377,286.789
'[00:05:17.977 12/07/2079]',4.689,1.563,0.391,7.814,-0.391,4.298,5.470,5.470,8.987,3.516,-0.391,7.033,10.159,7.814,-4.689,5.470,3.126,1.172,0.391,0.391,3.516,7.424,-4.689,272.332
'[00:05:17.980 12/07/2079]',-3.516,0.781,4.298,3.907,-5.079,5.470,3.516,1.954,9.377,7.033,-8.205,5.861,8.205,-3.126,3.516,7.033,3.907,-1.563,-3.516,5.470,5.470,-10.159,3.516,253.187
'[00:05:17.984 12/07/2079]',-6.252,0.391,3.907,2.735,-8.205,3.126,7.033,0.000,16.020,8.205,-9.768,4.689,10.940,-0.781,3.126,6.642,6.642,-3.126,-3.126,-6.252,9.377,-1.954,3.126,239.512
'[00:05:17.988 12/07/2079]',-5.470,-5.861,0.000,7.033,-8.205,2.735,3.907,-3.516,10.549,4.298,-8.596,0.391,4.298,-8.205,-2.735,13.675,5.470,-6.642,0.781,-1.172,-4.689,5.079,-2.735,239.902
'[00:05:17.992 12/07/2079]',3.907,-7.033,3.516,-1.954,-0.391,2.735,3.516,-7.033,0.781,1.563,-2.735,-1.954,-6.252,-9.377,1.563,13.284,10.159,-9.768,-2.735,9.377,-22.271,-1.954,1.563,255.531
'[00:05:17.996 12/07/2079]',10.940,10.549,-6.252,-4.689,8.205,0.391,6.252,-6.642,-0.781,-1.563,3.907,1.172,-8.987,3.126,0.000,8.205,14.066,-7.033,7.033,-3.126,-27.350,7.424,0.000,275.067
'[00:05:18.000 12/07/2079]',8.205,1.954,-0.391,-1.172,8.596,2.735,3.126,-6.252,0.000,-2.735,0.000,4.298,-5.470,-4.298,-0.391,12.503,12.503,-6.642,1.172,-4.298,-23.443,11.722,-0.391,283.272
'[00:05:18.004 12/07/2079]',14.847,-0.781,1.172,-6.252,12.112,7.424,-0.391,-11.722,5.861,4.298,-1.172,1.563,0.000,-1.954,5.861,7.033,14.847,-8.596,-0.391,1.563,-26.178,4.689,5.861,267.643
'[00:05:18.008 12/07/2079]',19.536,-0.391,4.689,-5.861,16.801,8.987,0.391,-8.596,9.377,8.205,-0.781,1.954,4.689,6.642,3.907,3.126,18.364,-8.205,-3.907,3.516,-16.410,1.954,3.907,237.949
